,Zip,Complain,Count
15822,11226,Street Condition,403
15823,11228,Street Condition,371
15824,11229,Street Condition,769
15825,11230,Street Condition,497
15826,11231,Street Condition,508
15827,11232,Street Condition,403
15828,11233,Street Condition,323
15829,11234,Street Condition,910
15830,11235,Street Condition,774
15831,11236,Street Condition,723
15832,11237,Street Condition,313
15833,11238,Street Condition,377
15834,11239,Street Condition,39
15835,11242,Street Condition,1
15836,11249,Street Condition,156
15837,11354,Street Condition,494
15838,11355,Street Condition,325
15839,11356,Street Condition,301
15840,11357,Street Condition,446
15841,11358,Street Condition,293
15842,11360,Street Condition,69
15843,11361,Street Condition,254
15844,11362,Street Condition,135
15845,11363,Street Condition,153
15846,11364,Street Condition,315
15847,11365,Street Condition,355
15848,11366,Street Condition,167
15849,11367,Street Condition,280
15850,11368,Street Condition,268
15851,11369,Street Condition,177
15852,11370,Street Condition,194
15853,11372,Street Condition,221
15854,11373,Street Condition,273
15855,11374,Street Condition,200
15856,11375,Street Condition,473
15857,11377,Street Condition,320
15858,11378,Street Condition,464
15859,11379,Street Condition,385
15860,11385,Street Condition,663
15861,11411,Street Condition,188
15862,11412,Street Condition,266
15863,11413,Street Condition,377
15864,11414,Street Condition,405
15865,11415,Street Condition,215
15866,11416,Street Condition,198
15867,11417,Street Condition,325
15868,11418,Street Condition,339
15869,11419,Street Condition,160
15870,11420,Street Condition,392
15871,11421,Street Condition,233
15872,11422,Street Condition,291
15873,11423,Street Condition,320
15874,11426,Street Condition,150
15875,11427,Street Condition,271
15876,11428,Street Condition,224
15877,11429,Street Condition,200
15878,11430,Street Condition,15
15879,11432,Street Condition,435
15880,11433,Street Condition,198
15881,11434,Street Condition,412
15882,11435,Street Condition,253
15883,11436,Street Condition,113
15884,11691,Street Condition,387
15885,11692,Street Condition,137
15886,11693,Street Condition,203
15887,11694,Street Condition,438
15888,11697,Street Condition,4
15889,,Street Light Condition,40913
15890,10001,Street Light Condition,4
15891,10002,Street Light Condition,296
15892,10003,Street Light Condition,32
15893,10004,Street Light Condition,93
15894,10005,Street Light Condition,94
15895,10006,Street Light Condition,22
15896,10007,Street Light Condition,135
15897,10009,Street Light Condition,13
15898,10010,Street Light Condition,5
15899,10011,Street Light Condition,24
15900,10012,Street Light Condition,86
15901,10013,Street Light Condition,252
15902,10014,Street Light Condition,171
15903,10016,Street Light Condition,5
15904,10017,Street Light Condition,4
15905,10018,Street Light Condition,1
15906,10019,Street Light Condition,69
15907,10020,Street Light Condition,1
15908,10021,Street Light Condition,1
15909,10022,Street Light Condition,10
15910,10023,Street Light Condition,24
15911,10024,Street Light Condition,7
15912,10025,Street Light Condition,27
15913,10026,Street Light Condition,27
15914,10027,Street Light Condition,41
15915,10028,Street Light Condition,3
15916,10029,Street Light Condition,2
15917,10030,Street Light Condition,5
15918,10031,Street Light Condition,22
15919,10032,Street Light Condition,15
15920,10033,Street Light Condition,22
15921,10034,Street Light Condition,122
15922,10035,Street Light Condition,4
15923,10036,Street Light Condition,9
15924,10037,Street Light Condition,7
15925,10038,Street Light Condition,174
15926,10039,Street Light Condition,2
15927,10040,Street Light Condition,140
15928,10048,Street Light Condition,1
15929,10065,Street Light Condition,1
15930,10075,Street Light Condition,3
15931,10128,Street Light Condition,10
15932,10280,Street Light Condition,6
15933,10281,Street Light Condition,1
15934,10301,Street Light Condition,594
15935,10302,Street Light Condition,233
15936,10303,Street Light Condition,252
15937,10304,Street Light Condition,389
15938,10305,Street Light Condition,573
15939,10306,Street Light Condition,713
15940,10307,Street Light Condition,110
15941,10308,Street Light Condition,323
15942,10309,Street Light Condition,460
15943,10310,Street Light Condition,261
15944,10312,Street Light Condition,779
15945,10314,Street Light Condition,941
15946,10451,Street Light Condition,30
15947,10452,Street Light Condition,218
15948,10453,Street Light Condition,144
15949,10454,Street Light Condition,70
15950,10455,Street Light Condition,175
15951,10456,Street Light Condition,197
15952,10457,Street Light Condition,137
15953,10458,Street Light Condition,124
15954,10459,Street Light Condition,238
15955,10460,Street Light Condition,206
15956,10461,Street Light Condition,609
15957,10462,Street Light Condition,559
15958,10463,Street Light Condition,258
15959,10464,Street Light Condition,210
15960,10465,Street Light Condition,590
15961,10466,Street Light Condition,309
15962,10467,Street Light Condition,363
15963,10468,Street Light Condition,166
15964,10469,Street Light Condition,854
15965,10470,Street Light Condition,74
15966,10471,Street Light Condition,89
15967,10472,Street Light Condition,381
15968,10473,Street Light Condition,771
15969,10474,Street Light Condition,408
15970,10475,Street Light Condition,350
15971,10803,Street Light Condition,3
15972,11001,Street Light Condition,31
15973,11004,Street Light Condition,216
15974,11040,Street Light Condition,47
15975,11101,Street Light Condition,558
15976,11102,Street Light Condition,183
15977,11103,Street Light Condition,152
15978,11104,Street Light Condition,194
15979,11105,Street Light Condition,280
15980,11106,Street Light Condition,238
15981,11201,Street Light Condition,676
15982,11203,Street Light Condition,291
15983,11204,Street Light Condition,568
15984,11205,Street Light Condition,345
15985,11206,Street Light Condition,501
15986,11207,Street Light Condition,929
15987,11208,Street Light Condition,675
15988,11209,Street Light Condition,343
15989,11210,Street Light Condition,172
15990,11211,Street Light Condition,328
15991,11212,Street Light Condition,556
15992,11213,Street Light Condition,479
15993,11214,Street Light Condition,615
15994,11215,Street Light Condition,814
15995,11216,Street Light Condition,461
15996,11217,Street Light Condition,427
15997,11218,Street Light Condition,276
15998,11219,Street Light Condition,483
15999,11220,Street Light Condition,708
16000,11221,Street Light Condition,663
16001,11222,Street Light Condition,438
16002,11223,Street Light Condition,226
16003,11224,Street Light Condition,281
16004,11225,Street Light Condition,354
16005,11226,Street Light Condition,226
16006,11228,Street Light Condition,237
16007,11229,Street Light Condition,332
16008,11230,Street Light Condition,258
16009,11231,Street Light Condition,524
16010,11232,Street Light Condition,594
16011,11233,Street Light Condition,498
16012,11234,Street Light Condition,497
16013,11235,Street Light Condition,690
16014,11236,Street Light Condition,179
16015,11237,Street Light Condition,290
16016,11238,Street Light Condition,425
16017,11239,Street Light Condition,57
16018,11249,Street Light Condition,69
16019,11354,Street Light Condition,498
16020,11355,Street Light Condition,468
16021,11356,Street Light Condition,115
16022,11357,Street Light Condition,480
16023,11358,Street Light Condition,487
16024,11360,Street Light Condition,188
16025,11361,Street Light Condition,385
16026,11362,Street Light Condition,311
16027,11363,Street Light Condition,126
16028,11364,Street Light Condition,451
16029,11365,Street Light Condition,391
16030,11366,Street Light Condition,312
16031,11367,Street Light Condition,344
16032,11368,Street Light Condition,530
16033,11369,Street Light Condition,231
16034,11370,Street Light Condition,262
16035,11372,Street Light Condition,294
16036,11373,Street Light Condition,428
16037,11374,Street Light Condition,277
16038,11375,Street Light Condition,528
16039,11377,Street Light Condition,620
16040,11378,Street Light Condition,461
16041,11379,Street Light Condition,353
16042,11385,Street Light Condition,862
16043,11411,Street Light Condition,214
16044,11412,Street Light Condition,388
16045,11413,Street Light Condition,576
16046,11414,Street Light Condition,372
16047,11415,Street Light Condition,124
16048,11416,Street Light Condition,257
16049,11417,Street Light Condition,319
16050,11418,Street Light Condition,249
16051,11419,Street Light Condition,235
16052,11420,Street Light Condition,408
16053,11421,Street Light Condition,386
16054,11422,Street Light Condition,329
16055,11423,Street Light Condition,335
16056,11426,Street Light Condition,249
16057,11427,Street Light Condition,274
16058,11428,Street Light Condition,318
16059,11429,Street Light Condition,243
16060,11430,Street Light Condition,15
16061,11432,Street Light Condition,379
16062,11433,Street Light Condition,254
16063,11434,Street Light Condition,671
16064,11435,Street Light Condition,290
16065,11436,Street Light Condition,172
16066,11691,Street Light Condition,462
16067,11692,Street Light Condition,263
16068,11693,Street Light Condition,194
16069,11694,Street Light Condition,401
16070,11695,Street Light Condition,2
16071,11697,Street Light Condition,17
16072,,Street Sign - Damaged,40
16073,10001,Street Sign - Damaged,14
16074,10002,Street Sign - Damaged,32
16075,10003,Street Sign - Damaged,10
16076,10004,Street Sign - Damaged,39
16077,10005,Street Sign - Damaged,40
16078,10006,Street Sign - Damaged,27
16079,10007,Street Sign - Damaged,20
16080,10009,Street Sign - Damaged,5
16081,10010,Street Sign - Damaged,11
16082,10011,Street Sign - Damaged,12
16083,10012,Street Sign - Damaged,8
16084,10013,Street Sign - Damaged,13
16085,10014,Street Sign - Damaged,9
16086,10016,Street Sign - Damaged,19
16087,10017,Street Sign - Damaged,11
16088,10018,Street Sign - Damaged,15
16089,10019,Street Sign - Damaged,20
16090,10021,Street Sign - Damaged,6
16091,10022,Street Sign - Damaged,23
16092,10023,Street Sign - Damaged,13
16093,10024,Street Sign - Damaged,12
16094,10025,Street Sign - Damaged,8
16095,10026,Street Sign - Damaged,3
16096,10027,Street Sign - Damaged,11
16097,10028,Street Sign - Damaged,13
16098,10029,Street Sign - Damaged,7
16099,10030,Street Sign - Damaged,2
16100,10031,Street Sign - Damaged,5
16101,10032,Street Sign - Damaged,4
16102,10033,Street Sign - Damaged,7
16103,10034,Street Sign - Damaged,11
16104,10035,Street Sign - Damaged,7
16105,10036,Street Sign - Damaged,24
16106,10037,Street Sign - Damaged,3
16107,10038,Street Sign - Damaged,48
16108,10039,Street Sign - Damaged,3
16109,10040,Street Sign - Damaged,7
16110,10044,Street Sign - Damaged,3
16111,10065,Street Sign - Damaged,7
16112,10069,Street Sign - Damaged,5
16113,10075,Street Sign - Damaged,4
16114,10112,Street Sign - Damaged,1
16115,10128,Street Sign - Damaged,12
16116,10280,Street Sign - Damaged,1
16117,10301,Street Sign - Damaged,27
16118,10302,Street Sign - Damaged,7
16119,10303,Street Sign - Damaged,6
16120,10304,Street Sign - Damaged,31
16121,10305,Street Sign - Damaged,17
16122,10306,Street Sign - Damaged,55
16123,10307,Street Sign - Damaged,17
16124,10308,Street Sign - Damaged,27
16125,10309,Street Sign - Damaged,32
16126,10310,Street Sign - Damaged,17
16127,10312,Street Sign - Damaged,87
16128,10314,Street Sign - Damaged,61
16129,10451,Street Sign - Damaged,16
16130,10452,Street Sign - Damaged,12
16131,10453,Street Sign - Damaged,8
16132,10454,Street Sign - Damaged,2
16133,10455,Street Sign - Damaged,8
16134,10456,Street Sign - Damaged,3
16135,10457,Street Sign - Damaged,11
16136,10458,Street Sign - Damaged,12
16137,10459,Street Sign - Damaged,6
16138,10460,Street Sign - Damaged,7
16139,10461,Street Sign - Damaged,35
16140,10462,Street Sign - Damaged,40
16141,10463,Street Sign - Damaged,30
16142,10464,Street Sign - Damaged,9
16143,10465,Street Sign - Damaged,17
16144,10466,Street Sign - Damaged,12
16145,10467,Street Sign - Damaged,39
16146,10468,Street Sign - Damaged,5
16147,10469,Street Sign - Damaged,34
16148,10470,Street Sign - Damaged,20
16149,10471,Street Sign - Damaged,17
16150,10472,Street Sign - Damaged,15
16151,10473,Street Sign - Damaged,10
16152,10474,Street Sign - Damaged,4
16153,10475,Street Sign - Damaged,25
16154,11001,Street Sign - Damaged,2
16155,11004,Street Sign - Damaged,9
16156,11040,Street Sign - Damaged,1
16157,11101,Street Sign - Damaged,32
16158,11102,Street Sign - Damaged,17
16159,11103,Street Sign - Damaged,11
16160,11104,Street Sign - Damaged,6
16161,11105,Street Sign - Damaged,10
16162,11106,Street Sign - Damaged,12
16163,11109,Street Sign - Damaged,1
16164,11201,Street Sign - Damaged,171
16165,11203,Street Sign - Damaged,294
16166,11204,Street Sign - Damaged,317
16167,11205,Street Sign - Damaged,62
16168,11206,Street Sign - Damaged,295
16169,11207,Street Sign - Damaged,609
16170,11208,Street Sign - Damaged,357
16171,11209,Street Sign - Damaged,186
16172,11210,Street Sign - Damaged,195
16173,11211,Street Sign - Damaged,422
16174,11212,Street Sign - Damaged,114
16175,11213,Street Sign - Damaged,129
16176,11214,Street Sign - Damaged,117
16177,11215,Street Sign - Damaged,79
16178,11216,Street Sign - Damaged,71
16179,11217,Street Sign - Damaged,79
16180,11218,Street Sign - Damaged,278
16181,11219,Street Sign - Damaged,293
16182,11220,Street Sign - Damaged,130
16183,11221,Street Sign - Damaged,175
16184,11222,Street Sign - Damaged,271
16185,11223,Street Sign - Damaged,224
16186,11224,Street Sign - Damaged,56
16187,11225,Street Sign - Damaged,178
16188,11226,Street Sign - Damaged,255
16189,11228,Street Sign - Damaged,123
16190,11229,Street Sign - Damaged,219
16191,11230,Street Sign - Damaged,235
16192,11231,Street Sign - Damaged,111
16193,11232,Street Sign - Damaged,65
16194,11233,Street Sign - Damaged,91
16195,11234,Street Sign - Damaged,184
16196,11235,Street Sign - Damaged,166
16197,11236,Street Sign - Damaged,177
16198,11237,Street Sign - Damaged,209
16199,11238,Street Sign - Damaged,56
16200,11239,Street Sign - Damaged,19
16201,11249,Street Sign - Damaged,211
16202,11354,Street Sign - Damaged,67
16203,11355,Street Sign - Damaged,33
16204,11356,Street Sign - Damaged,55
16205,11357,Street Sign - Damaged,51
16206,11358,Street Sign - Damaged,35
16207,11360,Street Sign - Damaged,15
16208,11361,Street Sign - Damaged,22
16209,11362,Street Sign - Damaged,47
16210,11363,Street Sign - Damaged,16
16211,11364,Street Sign - Damaged,49
16212,11365,Street Sign - Damaged,17
16213,11366,Street Sign - Damaged,11
16214,11367,Street Sign - Damaged,33
16215,11368,Street Sign - Damaged,18
16216,11369,Street Sign - Damaged,16
16217,11370,Street Sign - Damaged,8
16218,11372,Street Sign - Damaged,8
16219,11373,Street Sign - Damaged,23
16220,11374,Street Sign - Damaged,18
16221,11375,Street Sign - Damaged,49
16222,11377,Street Sign - Damaged,23
16223,11378,Street Sign - Damaged,30
16224,11379,Street Sign - Damaged,33
16225,11385,Street Sign - Damaged,52
16226,11411,Street Sign - Damaged,19
16227,11412,Street Sign - Damaged,20
16228,11413,Street Sign - Damaged,18
16229,11414,Street Sign - Damaged,28
16230,11415,Street Sign - Damaged,7
16231,11416,Street Sign - Damaged,13
16232,11417,Street Sign - Damaged,22
16233,11418,Street Sign - Damaged,20
16234,11419,Street Sign - Damaged,9
16235,11420,Street Sign - Damaged,20
16236,11421,Street Sign - Damaged,12
16237,11422,Street Sign - Damaged,14
16238,11423,Street Sign - Damaged,9
16239,11426,Street Sign - Damaged,16
16240,11427,Street Sign - Damaged,10
16241,11428,Street Sign - Damaged,20
16242,11429,Street Sign - Damaged,11
16243,11432,Street Sign - Damaged,21
16244,11433,Street Sign - Damaged,12
16245,11434,Street Sign - Damaged,33
16246,11435,Street Sign - Damaged,21
16247,11436,Street Sign - Damaged,10
16248,11691,Street Sign - Damaged,16
16249,11692,Street Sign - Damaged,4
16250,11693,Street Sign - Damaged,5
16251,11694,Street Sign - Damaged,20
16252,,Street Sign - Dangling,25
16253,10001,Street Sign - Dangling,1
16254,10002,Street Sign - Dangling,8
16255,10003,Street Sign - Dangling,16
16256,10004,Street Sign - Dangling,17
16257,10005,Street Sign - Dangling,19
16258,10006,Street Sign - Dangling,6
16259,10007,Street Sign - Dangling,11
16260,10009,Street Sign - Dangling,1
16261,10010,Street Sign - Dangling,8
16262,10011,Street Sign - Dangling,3
16263,10012,Street Sign - Dangling,4
16264,10013,Street Sign - Dangling,17
16265,10014,Street Sign - Dangling,7
16266,10016,Street Sign - Dangling,8
16267,10017,Street Sign - Dangling,3
16268,10018,Street Sign - Dangling,5
16269,10019,Street Sign - Dangling,12
16270,10021,Street Sign - Dangling,4
16271,10022,Street Sign - Dangling,7
16272,10023,Street Sign - Dangling,8
16273,10024,Street Sign - Dangling,5
16274,10025,Street Sign - Dangling,6
16275,10027,Street Sign - Dangling,5
16276,10028,Street Sign - Dangling,2
16277,10029,Street Sign - Dangling,2
16278,10031,Street Sign - Dangling,3
16279,10032,Street Sign - Dangling,2
16280,10033,Street Sign - Dangling,6
16281,10034,Street Sign - Dangling,2
16282,10035,Street Sign - Dangling,5
16283,10036,Street Sign - Dangling,12
16284,10037,Street Sign - Dangling,1
16285,10038,Street Sign - Dangling,27
16286,10040,Street Sign - Dangling,1
16287,10044,Street Sign - Dangling,1
16288,10048,Street Sign - Dangling,1
16289,10065,Street Sign - Dangling,2
16290,10069,Street Sign - Dangling,4
16291,10075,Street Sign - Dangling,3
16292,10103,Street Sign - Dangling,1
16293,10128,Street Sign - Dangling,3
16294,10301,Street Sign - Dangling,12
16295,10302,Street Sign - Dangling,3
16296,10303,Street Sign - Dangling,4
16297,10304,Street Sign - Dangling,14
16298,10305,Street Sign - Dangling,18
16299,10306,Street Sign - Dangling,20
16300,10307,Street Sign - Dangling,5
16301,10308,Street Sign - Dangling,13
16302,10309,Street Sign - Dangling,21
16303,10310,Street Sign - Dangling,11
16304,10312,Street Sign - Dangling,28
16305,10314,Street Sign - Dangling,34
16306,10451,Street Sign - Dangling,8
16307,10452,Street Sign - Dangling,8
16308,10453,Street Sign - Dangling,6
16309,10454,Street Sign - Dangling,2
16310,10455,Street Sign - Dangling,5
16311,10456,Street Sign - Dangling,1
16312,10457,Street Sign - Dangling,5
16313,10458,Street Sign - Dangling,4
16314,10459,Street Sign - Dangling,6
16315,10460,Street Sign - Dangling,1
16316,10461,Street Sign - Dangling,14
16317,10462,Street Sign - Dangling,19
16318,10463,Street Sign - Dangling,13
16319,10464,Street Sign - Dangling,3
16320,10465,Street Sign - Dangling,17
16321,10466,Street Sign - Dangling,4
16322,10467,Street Sign - Dangling,19
16323,10468,Street Sign - Dangling,3
16324,10469,Street Sign - Dangling,13
16325,10470,Street Sign - Dangling,2
16326,10471,Street Sign - Dangling,9
16327,10472,Street Sign - Dangling,2
16328,10473,Street Sign - Dangling,2
16329,10474,Street Sign - Dangling,1
16330,10475,Street Sign - Dangling,6
16331,11001,Street Sign - Dangling,2
16332,11004,Street Sign - Dangling,6
16333,11005,Street Sign - Dangling,1
16334,11101,Street Sign - Dangling,14
16335,11102,Street Sign - Dangling,3
16336,11103,Street Sign - Dangling,9
16337,11104,Street Sign - Dangling,4
16338,11105,Street Sign - Dangling,4
16339,11106,Street Sign - Dangling,3
16340,11122,Street Sign - Dangling,1
16341,11201,Street Sign - Dangling,35
16342,11203,Street Sign - Dangling,22
16343,11204,Street Sign - Dangling,16
16344,11205,Street Sign - Dangling,9
16345,11206,Street Sign - Dangling,12
16346,11207,Street Sign - Dangling,41
16347,11208,Street Sign - Dangling,17
16348,11209,Street Sign - Dangling,28
16349,11210,Street Sign - Dangling,16
16350,11211,Street Sign - Dangling,15
16351,11212,Street Sign - Dangling,16
16352,11213,Street Sign - Dangling,14
16353,11214,Street Sign - Dangling,13
16354,11215,Street Sign - Dangling,23
16355,11216,Street Sign - Dangling,5
16356,11217,Street Sign - Dangling,9
16357,11218,Street Sign - Dangling,13
16358,11219,Street Sign - Dangling,20
16359,11220,Street Sign - Dangling,20
16360,11221,Street Sign - Dangling,7
16361,11222,Street Sign - Dangling,9
16362,11223,Street Sign - Dangling,23
16363,11224,Street Sign - Dangling,5
16364,11225,Street Sign - Dangling,8
16365,11226,Street Sign - Dangling,15
16366,11228,Street Sign - Dangling,6
16367,11229,Street Sign - Dangling,18
16368,11230,Street Sign - Dangling,20
16369,11231,Street Sign - Dangling,8
16370,11232,Street Sign - Dangling,3
16371,11233,Street Sign - Dangling,5
16372,11234,Street Sign - Dangling,25
16373,11235,Street Sign - Dangling,12
16374,11236,Street Sign - Dangling,37
16375,11237,Street Sign - Dangling,5
16376,11238,Street Sign - Dangling,9
16377,11239,Street Sign - Dangling,3
16378,11249,Street Sign - Dangling,9
16379,11354,Street Sign - Dangling,21
16380,11355,Street Sign - Dangling,11
16381,11356,Street Sign - Dangling,23
16382,11357,Street Sign - Dangling,30
16383,11358,Street Sign - Dangling,14
16384,11360,Street Sign - Dangling,4
16385,11361,Street Sign - Dangling,9
16386,11362,Street Sign - Dangling,15
16387,11363,Street Sign - Dangling,9
16388,11364,Street Sign - Dangling,7
16389,11365,Street Sign - Dangling,6
16390,11366,Street Sign - Dangling,6
16391,11367,Street Sign - Dangling,11
16392,11368,Street Sign - Dangling,6
16393,11369,Street Sign - Dangling,3
16394,11370,Street Sign - Dangling,4
16395,11372,Street Sign - Dangling,6
16396,11373,Street Sign - Dangling,6
16397,11374,Street Sign - Dangling,7
16398,11375,Street Sign - Dangling,21
16399,11377,Street Sign - Dangling,16
16400,11378,Street Sign - Dangling,14
16401,11379,Street Sign - Dangling,6
16402,11385,Street Sign - Dangling,15
16403,11411,Street Sign - Dangling,3
16404,11412,Street Sign - Dangling,24
16405,11413,Street Sign - Dangling,16
16406,11414,Street Sign - Dangling,12
16407,11415,Street Sign - Dangling,5
16408,11416,Street Sign - Dangling,7
16409,11417,Street Sign - Dangling,13
16410,11418,Street Sign - Dangling,6
16411,11419,Street Sign - Dangling,4
16412,11420,Street Sign - Dangling,11
16413,11421,Street Sign - Dangling,2
16414,11422,Street Sign - Dangling,6
16415,11423,Street Sign - Dangling,7
16416,11426,Street Sign - Dangling,5
16417,11427,Street Sign - Dangling,9
16418,11428,Street Sign - Dangling,6
16419,11429,Street Sign - Dangling,6
16420,11432,Street Sign - Dangling,24
16421,11433,Street Sign - Dangling,4
16422,11434,Street Sign - Dangling,12
16423,11435,Street Sign - Dangling,13
16424,11436,Street Sign - Dangling,5
16425,11691,Street Sign - Dangling,15
16426,11692,Street Sign - Dangling,3
16427,11693,Street Sign - Dangling,3
16428,11694,Street Sign - Dangling,15
16429,,Street Sign - Missing,64
16430,10000,Street Sign - Missing,1
16431,10001,Street Sign - Missing,16
16432,10002,Street Sign - Missing,14
16433,10003,Street Sign - Missing,16
16434,10004,Street Sign - Missing,21
16435,10005,Street Sign - Missing,13
16436,10006,Street Sign - Missing,7
16437,10007,Street Sign - Missing,5
16438,10009,Street Sign - Missing,8
16439,10010,Street Sign - Missing,4
16440,10011,Street Sign - Missing,8
16441,10012,Street Sign - Missing,15
16442,10013,Street Sign - Missing,25
16443,10014,Street Sign - Missing,18
16444,10016,Street Sign - Missing,9
16445,10017,Street Sign - Missing,7
16446,10018,Street Sign - Missing,4
16447,10019,Street Sign - Missing,16
16448,10020,Street Sign - Missing,1
16449,10021,Street Sign - Missing,4
16450,10022,Street Sign - Missing,10
16451,10023,Street Sign - Missing,7
16452,10024,Street Sign - Missing,8
16453,10025,Street Sign - Missing,10
16454,10026,Street Sign - Missing,4
16455,10027,Street Sign - Missing,12
16456,10028,Street Sign - Missing,6
16457,10029,Street Sign - Missing,8
16458,10030,Street Sign - Missing,2
16459,10031,Street Sign - Missing,2
16460,10032,Street Sign - Missing,8
16461,10033,Street Sign - Missing,10
16462,10034,Street Sign - Missing,5
16463,10035,Street Sign - Missing,4
16464,10036,Street Sign - Missing,17
16465,10038,Street Sign - Missing,10
16466,10039,Street Sign - Missing,1
16467,10040,Street Sign - Missing,3
16468,10065,Street Sign - Missing,3
16469,10069,Street Sign - Missing,4
16470,10075,Street Sign - Missing,5
16471,10128,Street Sign - Missing,11
16472,10280,Street Sign - Missing,4
16473,10281,Street Sign - Missing,1
16474,10282,Street Sign - Missing,4
16475,10301,Street Sign - Missing,38
16476,10302,Street Sign - Missing,15
16477,10303,Street Sign - Missing,9
16478,10304,Street Sign - Missing,18
16479,10305,Street Sign - Missing,40
16480,10306,Street Sign - Missing,71
16481,10307,Street Sign - Missing,5
16482,10308,Street Sign - Missing,19
16483,10309,Street Sign - Missing,29
16484,10310,Street Sign - Missing,20
16485,10312,Street Sign - Missing,52
16486,10314,Street Sign - Missing,58
16487,10451,Street Sign - Missing,11
16488,10452,Street Sign - Missing,16
16489,10453,Street Sign - Missing,19
16490,10454,Street Sign - Missing,10
16491,10455,Street Sign - Missing,9
16492,10456,Street Sign - Missing,11
16493,10457,Street Sign - Missing,10
16494,10458,Street Sign - Missing,24
16495,10459,Street Sign - Missing,6
16496,10460,Street Sign - Missing,7
16497,10461,Street Sign - Missing,53
16498,10462,Street Sign - Missing,64
16499,10463,Street Sign - Missing,23
16500,10464,Street Sign - Missing,30
16501,10465,Street Sign - Missing,42
16502,10466,Street Sign - Missing,18
16503,10467,Street Sign - Missing,45
16504,10468,Street Sign - Missing,8
16505,10469,Street Sign - Missing,46
16506,10470,Street Sign - Missing,10
16507,10471,Street Sign - Missing,9
16508,10472,Street Sign - Missing,7
16509,10473,Street Sign - Missing,10
16510,10474,Street Sign - Missing,12
16511,10475,Street Sign - Missing,25
16512,11001,Street Sign - Missing,1
16513,11004,Street Sign - Missing,5
16514,11040,Street Sign - Missing,10
16515,11101,Street Sign - Missing,64
16516,11102,Street Sign - Missing,11
16517,11103,Street Sign - Missing,9
16518,11104,Street Sign - Missing,7
16519,11105,Street Sign - Missing,15
16520,11106,Street Sign - Missing,15
16521,11201,Street Sign - Missing,60
16522,11203,Street Sign - Missing,46
16523,11204,Street Sign - Missing,41
16524,11205,Street Sign - Missing,27
16525,11206,Street Sign - Missing,34
16526,11207,Street Sign - Missing,236
16527,11208,Street Sign - Missing,175
16528,11209,Street Sign - Missing,20
16529,11210,Street Sign - Missing,24
16530,11211,Street Sign - Missing,18
16531,11212,Street Sign - Missing,43
16532,11213,Street Sign - Missing,3
16533,11214,Street Sign - Missing,45
16534,11215,Street Sign - Missing,32
16535,11216,Street Sign - Missing,12
16536,11217,Street Sign - Missing,53
16537,11218,Street Sign - Missing,36
16538,11219,Street Sign - Missing,30
16539,11220,Street Sign - Missing,28
16540,11221,Street Sign - Missing,25
16541,11222,Street Sign - Missing,41
16542,11223,Street Sign - Missing,62
16543,11224,Street Sign - Missing,40
16544,11225,Street Sign - Missing,28
16545,11226,Street Sign - Missing,22
16546,11228,Street Sign - Missing,8
16547,11229,Street Sign - Missing,28
16548,11230,Street Sign - Missing,49
16549,11231,Street Sign - Missing,20
16550,11232,Street Sign - Missing,25
16551,11233,Street Sign - Missing,40
16552,11234,Street Sign - Missing,28
16553,11235,Street Sign - Missing,81
16554,11236,Street Sign - Missing,56
16555,11237,Street Sign - Missing,42
16556,11238,Street Sign - Missing,19
16557,11239,Street Sign - Missing,13
16558,11249,Street Sign - Missing,30
16559,11354,Street Sign - Missing,32
16560,11355,Street Sign - Missing,30
16561,11356,Street Sign - Missing,41
16562,11357,Street Sign - Missing,36
16563,11358,Street Sign - Missing,51
16564,11360,Street Sign - Missing,9
16565,11361,Street Sign - Missing,26
16566,11362,Street Sign - Missing,26
16567,11363,Street Sign - Missing,19
16568,11364,Street Sign - Missing,34
16569,11365,Street Sign - Missing,34
16570,11366,Street Sign - Missing,10
16571,11367,Street Sign - Missing,16
16572,11368,Street Sign - Missing,17
16573,11369,Street Sign - Missing,6
16574,11370,Street Sign - Missing,2
16575,11372,Street Sign - Missing,8
16576,11373,Street Sign - Missing,20
16577,11374,Street Sign - Missing,34
16578,11375,Street Sign - Missing,47
16579,11377,Street Sign - Missing,27
16580,11378,Street Sign - Missing,38
16581,11379,Street Sign - Missing,23
16582,11385,Street Sign - Missing,65
16583,11411,Street Sign - Missing,13
16584,11412,Street Sign - Missing,19
16585,11413,Street Sign - Missing,28
16586,11414,Street Sign - Missing,18
16587,11415,Street Sign - Missing,6
16588,11416,Street Sign - Missing,9
16589,11417,Street Sign - Missing,15
16590,11418,Street Sign - Missing,13
16591,11419,Street Sign - Missing,8
16592,11420,Street Sign - Missing,17
16593,11421,Street Sign - Missing,11
16594,11422,Street Sign - Missing,13
16595,11423,Street Sign - Missing,11
16596,11426,Street Sign - Missing,8
16597,11427,Street Sign - Missing,9
16598,11428,Street Sign - Missing,13
16599,11429,Street Sign - Missing,11
16600,11432,Street Sign - Missing,32
16601,11433,Street Sign - Missing,14
16602,11434,Street Sign - Missing,29
16603,11435,Street Sign - Missing,36
16604,11436,Street Sign - Missing,5
16605,11691,Street Sign - Missing,28
16606,11692,Street Sign - Missing,24
16607,11693,Street Sign - Missing,56
16608,11694,Street Sign - Missing,74
16609,11695,Street Sign - Missing,3
16610,11697,Street Sign - Missing,5
16611,10027,STRUCTURAL,1
16612,10030,STRUCTURAL,2
16613,10304,STRUCTURAL,1
16614,10458,STRUCTURAL,1
