Unique Key,Incident Zip,Complaint Type,Descriptor
39663484,,Food Establishment,Rodents/Insects/Garbage
39663798,11414.0,Food Establishment,Food Contaminated
39665145,10453.0,Food Establishment,Rodents/Insects/Garbage
39665559,11103.0,Food Establishment,Bare Hands in Contact w/ Food
39665609,10024.0,Food Establishment,Rodents/Insects/Garbage
39665849,10024.0,Food Establishment,Food Temperature
39666578,11432.0,Food Establishment,Rodents/Insects/Garbage
39666679,11225.0,Food Establishment,Kitchen/Food Prep Area
39667067,11378.0,Food Establishment,Dishwashing/Utensils
39667091,11249.0,Food Establishment,Pet/Animal
39667121,10314.0,Food Poisoning,3 or More
39667394,10003.0,Food Establishment,Rodents/Insects/Garbage
39668158,11206.0,Food Establishment,Rodents/Insects/Garbage
39668703,11375.0,Food Establishment,Rodents/Insects/Garbage
39668740,10009.0,Food Establishment,Toilet Facility
39668981,11216.0,Food Establishment,Rodents/Insects/Garbage
39669030,11413.0,Food Poisoning,1 or 2
39669097,10314.0,Food Establishment,Rodents/Insects/Garbage
39669309,11377.0,Food Establishment,Food Worker Hygiene
39670047,11204.0,Food Establishment,Kitchen/Food Prep Area
39670769,10303.0,Food Establishment,Food Spoiled
39671118,11205.0,Food Establishment,Food Contaminated
39672869,10460.0,Food Establishment,Rodents/Insects/Garbage
39673106,10469.0,Food Establishment,Food Contains Foreign Object
39673228,11215.0,Food Establishment,Rodents/Insects/Garbage
39673388,11224.0,Food Establishment,Rodents/Insects/Garbage
39673643,11236.0,Food Establishment,Toilet Facility
39674401,10451.0,Food Establishment,Food Worker Hygiene
39674545,10022.0,Food Establishment,Rodents/Insects/Garbage
39674546,10002.0,Food Establishment,Rodents/Insects/Garbage
39675206,11203.0,Food Poisoning,1 or 2
39675213,11230.0,Food Establishment,Food Temperature
39675363,10463.0,Food Establishment,Ventilation
39675552,10314.0,Food Establishment,Food Spoiled
39675721,11419.0,Food Poisoning,3 or More
39675730,10012.0,Food Establishment,Kitchen/Food Prep Area
39676113,11208.0,Food Establishment,Permit/License/Certificate
39676165,10007.0,Food Establishment,Bare Hands in Contact w/ Food
39676174,11364.0,Food Establishment,Bare Hands in Contact w/ Food
39676234,11693.0,Food Establishment,Toilet Facility
39676371,10013.0,Food Establishment,Food Contains Foreign Object
39677730,10011.0,Food Establishment,Pet/Animal
39677936,10028.0,Food Establishment,Food Contains Foreign Object
39680096,10035.0,Food Establishment,Food Worker Hygiene
39680113,10304.0,Food Poisoning,1 or 2
39680117,10019.0,Food Establishment,Food Spoiled
39680251,10004.0,Food Establishment,Rodents/Insects/Garbage
39680955,11210.0,Food Establishment,Food Contaminated
39680987,11213.0,Food Establishment,Rodents/Insects/Garbage
39681004,11415.0,Food Establishment,Letter Grading
39681344,11434.0,Food Establishment,Kitchen/Food Prep Area
39681358,10304.0,Food Establishment,Food Worker Hygiene
39681743,11419.0,Food Poisoning,1 or 2
39682030,10013.0,Food Establishment,Pet/Animal
39682226,10018.0,Food Establishment,Letter Grading
39682843,10467.0,Food Establishment,Food Spoiled
39682852,10016.0,Food Establishment,Food Spoiled
39682862,10007.0,Food Establishment,Kitchen/Food Prep Area
39682930,11204.0,Food Poisoning,1 or 2
39683064,11377.0,Food Establishment,Food Contaminated
39683234,10040.0,Smoking,Smoking Violation
39684190,10312.0,Food Poisoning,1 or 2
39684362,10010.0,Food Establishment,Kitchen/Food Prep Area
39684593,10312.0,Food Establishment,Letter Grading
39684948,11432.0,Food Establishment,Toilet Facility
39685563,11691.0,Food Establishment,Bare Hands in Contact w/ Food
39685616,10128.0,Food Establishment,Pet/Animal
39685712,11226.0,Food Establishment,Food Spoiled
39686322,11230.0,Food Establishment,Food Protection
39686476,11216.0,Food Establishment,Odor
39686517,11367.0,Food Establishment,Handwashing
39686564,10451.0,Food Establishment,Food Temperature
39687027,11213.0,Food Establishment,Rodents/Insects/Garbage
39687075,11373.0,Food Establishment,Food Spoiled
39687965,10016.0,Food Establishment,Bare Hands in Contact w/ Food
39688211,11204.0,Food Establishment,Rodents/Insects/Garbage
39688275,11225.0,Food Establishment,Kitchen/Food Prep Area
39688571,11218.0,Food Establishment,No Permit or License
39688639,11434.0,Food Establishment,Odor
39688886,10462.0,Food Poisoning,1 or 2
39688887,11211.0,Food Poisoning,1 or 2
39689001,10013.0,Food Poisoning,1 or 2
39689498,10128.0,Food Establishment,Food Contaminated
39689510,10009.0,Food Establishment,Rodents/Insects/Garbage
39689923,11226.0,Food Establishment,Food Temperature
45638849,11249.0,Food Establishment,No Permit or License
39690197,10467.0,Food Establishment,Food Spoiled
39690697,11103.0,Food Establishment,Rodents/Insects/Garbage
39691441,11361.0,Food Establishment,Food Spoiled
39691644,11103.0,Food Establishment,Rodents/Insects/Garbage
39691841,10005.0,Food Establishment,Toilet Facility
39692002,10019.0,Food Establishment,Rodents/Insects/Garbage
39692485,11226.0,Food Establishment,No Permit or License
39692708,11432.0,Food Establishment,Food Spoiled
39692741,10009.0,Food Establishment,Food Spoiled
39693175,10018.0,Food Establishment,Kitchen/Food Prep Area
39693294,11419.0,Food Establishment,Rodents/Insects/Garbage
39693334,10032.0,Food Establishment,Food Contaminated
39693984,10023.0,Food Establishment,Pet/Animal
39694274,10036.0,Food Establishment,Food Temperature
39695497,11372.0,Food Poisoning,1 or 2
39695503,10065.0,Food Establishment,Plumbing
39695652,11434.0,Food Establishment,Rodents/Insects/Garbage
39695687,11385.0,Food Establishment,Rodents/Insects/Garbage
39695716,11238.0,Food Establishment,Rodents/Insects/Garbage
39695753,11203.0,Food Establishment,Bare Hands in Contact w/ Food
39695757,11212.0,Food Establishment,Bare Hands in Contact w/ Food
39695806,11210.0,Food Establishment,Food Spoiled
39696628,10013.0,Food Establishment,Letter Grading
39696629,10016.0,Food Poisoning,1 or 2
39696672,11235.0,Food Poisoning,1 or 2
39697214,11222.0,Smoking,Smoking Violation
39697740,10016.0,Food Establishment,Food Worker Hygiene
39697876,10466.0,Food Establishment,Food Spoiled
39697910,10026.0,Food Establishment,Food Protection
39698140,10018.0,Food Establishment,Rodents/Insects/Garbage
39698141,11103.0,Food Establishment,Rodents/Insects/Garbage
39698211,10314.0,Food Establishment,Rodents/Insects/Garbage
39698883,10462.0,Food Establishment,No Permit or License
39699221,10310.0,Food Poisoning,1 or 2
39627984,11355.0,Food Establishment,Bare Hands in Contact w/ Food
39628498,10036.0,Food Establishment,Food Temperature
39700359,10012.0,Food Establishment,Food Worker Hygiene
39700840,10452.0,Food Establishment,Letter Grading
39700846,10017.0,Food Establishment,Letter Grading
39701441,11368.0,Food Establishment,Food Spoiled
39701767,11206.0,Food Establishment,Letter Grading
39702293,11693.0,Food Establishment,Kitchen/Food Prep Area
39702339,11102.0,Food Establishment,Food Worker Hygiene
39702388,11209.0,Food Establishment,Food Contains Foreign Object
39702399,10002.0,Food Establishment,Bare Hands in Contact w/ Food
39702400,10027.0,Food Establishment,Food Spoiled
39702642,10304.0,Food Establishment,Letter Grading
39703162,10003.0,Food Poisoning,1 or 2
39703257,11213.0,Food Establishment,Food Spoiled
39703407,10027.0,Food Establishment,Kitchen/Food Prep Area
39703500,11225.0,Food Establishment,Rodents/Insects/Garbage
39703638,10304.0,Food Establishment,No Permit or License
39703848,10474.0,Food Establishment,Facility Construction
39705041,10013.0,Food Establishment,Food Worker Hygiene
39705383,10309.0,Food Establishment,Kitchen/Food Prep Area
39705817,11226.0,Food Establishment,Food Temperature
39706128,11372.0,Food Establishment,Food Contains Foreign Object
39706278,11693.0,Food Establishment,No Permit or License
39706878,11432.0,Food Establishment,Food Spoiled
39707041,11206.0,Food Establishment,Rodents/Insects/Garbage
39707068,10128.0,Food Establishment,Rodents/Insects/Garbage
39707080,11385.0,Food Establishment,Letter Grading
39707098,10002.0,Food Establishment,Rodents/Insects/Garbage
39707833,10451.0,Food Establishment,Food Contains Foreign Object
39707974,11216.0,Food Establishment,Pet/Animal
39708908,11215.0,Food Establishment,Food Contaminated
39709126,11372.0,Food Establishment,Food Contains Foreign Object
39709131,11372.0,Food Establishment,Food Spoiled
39709385,10472.0,Food Establishment,Food Contains Foreign Object
39710304,10034.0,Food Establishment,Food Temperature
39710435,10463.0,Food Establishment,Rodents/Insects/Garbage
39710499,11220.0,Food Establishment,Food Contaminated
39710500,11235.0,Food Establishment,Food Contaminated
39710858,10035.0,Food Establishment,Food Worker Activity
39711349,11215.0,Food Establishment,Ventilation
39711363,11210.0,Food Establishment,Food Temperature
39711667,11217.0,Food Establishment,Rodents/Insects/Garbage
39711690,10023.0,Food Establishment,Letter Grading
39712794,11205.0,Food Poisoning,3 or More
39712929,11355.0,Food Establishment,Rodents/Insects/Garbage
39713380,11361.0,Smoking,Smoking Violation
39713865,,Food Establishment,Facility Construction
39713866,10453.0,Food Establishment,Food Worker Hygiene
39714130,11221.0,Food Establishment,Rodents/Insects/Garbage
39714131,11435.0,Food Establishment,Rodents/Insects/Garbage
39714132,10029.0,Food Establishment,Rodents/Insects/Garbage
39714385,10011.0,Smoking,Smoking Violation
39715207,11239.0,Food Poisoning,3 or More
39715395,11201.0,Food Establishment,Letter Grading
39715431,10025.0,Food Establishment,Rodents/Insects/Garbage
39716448,11101.0,Food Establishment,Food Preparation Location
39716578,11435.0,Food Establishment,Bare Hands in Contact w/ Food
39716667,11372.0,Food Establishment,Rodents/Insects/Garbage
39716668,11432.0,Food Establishment,Rodents/Insects/Garbage
39716680,11217.0,Food Establishment,Bare Hands in Contact w/ Food
39717970,10023.0,Food Establishment,Rodents/Insects/Garbage
39718041,10028.0,Food Establishment,Toilet Facility
39718513,11104.0,Smoking,Smoking Violation
39719278,11226.0,Food Establishment,Letter Grading
39719687,10002.0,Smoking,Smoking Violation
39719948,10467.0,Food Poisoning,1 or 2
39720696,10012.0,Food Establishment,Pet/Animal
39720997,11208.0,Food Establishment,Letter Grading
39721081,11215.0,Food Establishment,Food Protection
39721097,11235.0,Food Establishment,Letter Grading
39721234,10469.0,Food Establishment,Odor
39721257,11201.0,Food Establishment,Rodents/Insects/Garbage
39721285,10029.0,Food Establishment,Food Contaminated
39721539,10029.0,Food Establishment,Food Worker Hygiene
39721953,11434.0,Food Establishment,Rodents/Insects/Garbage
39722263,11215.0,Food Establishment,Food Spoiled
39722333,10001.0,Food Establishment,Kitchen/Food Prep Area
39722369,11206.0,Food Establishment,Kitchen/Food Prep Area
39722371,10022.0,Food Establishment,Letter Grading
39722677,11356.0,Food Establishment,Food Worker Hygiene
39722755,11423.0,Food Establishment,Bare Hands in Contact w/ Food
39723089,11103.0,Food Establishment,Rodents/Insects/Garbage
39723485,11355.0,Food Establishment,Rodents/Insects/Garbage
45639222,10013.0,Food Establishment,Letter Grading
45639223,10314.0,Food Establishment,Rodents/Insects/Garbage
39723693,11230.0,Food Establishment,No Permit or License
39723745,10463.0,Food Establishment,Letter Grading
39723755,11218.0,Food Establishment,Rodents/Insects/Garbage
45639224,10040.0,Food Establishment,Toilet Facility
39723892,11234.0,Food Establishment,Letter Grading
39723941,10025.0,Food Establishment,Rodents/Insects/Garbage
39724138,11368.0,Food Establishment,Letter Grading
39724167,10309.0,Food Establishment,Food Worker Hygiene
39724397,10018.0,Food Establishment,Rodents/Insects/Garbage
39724788,11235.0,Food Establishment,Toilet Facility
39724952,11370.0,Food Establishment,Food Temperature
39725146,11354.0,Food Establishment,Odor
39725337,10012.0,Food Establishment,Rodents/Insects/Garbage
39725370,11368.0,Food Establishment,Rodents/Insects/Garbage
39725530,11222.0,Food Establishment,Toilet Facility
39726203,11357.0,Food Establishment,Letter Grading
39726497,11354.0,Food Establishment,Rodents/Insects/Garbage
39726544,11230.0,Food Establishment,Handwashing
39726935,11225.0,Smoking,Smoking Violation
39726979,11201.0,Food Establishment,Rodents/Insects/Garbage
39727347,11215.0,Food Establishment,Food Spoiled
39727535,10467.0,Food Establishment,Food Spoiled
39727622,10033.0,Food Establishment,Food Worker Hygiene
39727909,11375.0,Food Establishment,Toilet Facility
39728302,11385.0,Food Establishment,Rodents/Insects/Garbage
39728739,10017.0,Food Establishment,Food Protection
39728756,10065.0,Food Establishment,Facility Construction
39729470,11354.0,Food Establishment,Rodents/Insects/Garbage
39729674,10457.0,Food Establishment,Food Contaminated
39729737,11416.0,Food Establishment,Food Spoiled
45639609,10016.0,Food Poisoning,1 or 2
39729847,10306.0,Food Establishment,Facility Construction
39730035,11419.0,Food Establishment,Food Preparation Location
39730315,10019.0,Food Establishment,Rodents/Insects/Garbage
39730384,10463.0,Food Establishment,Odor
39730387,10012.0,Food Establishment,Food Temperature
39730971,10013.0,Food Establishment,Food Contaminated
39731103,10002.0,Food Establishment,Bare Hands in Contact w/ Food
39732146,10457.0,Food Establishment,Bare Hands in Contact w/ Food
39733138,10021.0,Food Establishment,Food Spoiled
39733230,11249.0,Food Establishment,Rodents/Insects/Garbage
39734005,11210.0,Food Establishment,Plumbing
39734158,10036.0,Food Poisoning,3 or More
39734239,10032.0,Food Poisoning,1 or 2
39734281,11235.0,Food Establishment,Toilet Facility
39734366,10019.0,Smoking,Smoking Violation
39735048,11377.0,Food Establishment,Handwashing
39735564,11222.0,Food Establishment,Rodents/Insects/Garbage
39737118,10013.0,Food Poisoning,1 or 2
39737812,11249.0,Food Establishment,Food Contaminated
39738172,11223.0,Food Establishment,Permit/License/Certificate
39738458,10013.0,Food Establishment,Toilet Facility
39739132,10011.0,Food Establishment,Rodents/Insects/Garbage
39740455,11215.0,Food Establishment,Kitchen/Food Prep Area
39740558,11209.0,Food Establishment,Food Contaminated
39740747,11219.0,Food Establishment,Sewage
39740761,11225.0,Smoking,Smoking Violation
39740854,11218.0,Food Poisoning,3 or More
39740894,10012.0,Food Establishment,Ventilation
39741282,10467.0,Food Establishment,Bare Hands in Contact w/ Food
39741777,10017.0,Food Establishment,Letter Grading
39742253,11223.0,Food Establishment,No Permit or License
39742301,11219.0,Food Establishment,Odor
45640107,10009.0,Food Establishment,Bare Hands in Contact w/ Food
39743068,11204.0,Food Establishment,Rodents/Insects/Garbage
39743072,10075.0,Food Establishment,Letter Grading
39743355,11223.0,Food Establishment,Letter Grading
39743558,11201.0,Food Establishment,Food Spoiled
39743783,11354.0,Food Establishment,Letter Grading
39744452,10020.0,Food Establishment,Bare Hands in Contact w/ Food
39744498,10470.0,Food Establishment,No Permit or License
39744624,10016.0,Food Establishment,Food Worker Hygiene
39744822,11358.0,Food Establishment,Handwashing
39745071,10016.0,Food Establishment,Ventilation
39745324,11385.0,Food Establishment,Rodents/Insects/Garbage
39745327,10031.0,Food Establishment,Rodents/Insects/Garbage
39745581,10016.0,Food Establishment,Food Worker Hygiene
39745582,11361.0,Food Establishment,Food Worker Hygiene
39745590,11220.0,Food Establishment,Food Preparation Location
39746409,10002.0,Smoking,Smoking Violation
45640198,11215.0,Food Establishment,Letter Grading
39746865,10020.0,Food Establishment,Letter Grading
39746923,10029.0,Food Establishment,Sewage
39747339,10004.0,Food Establishment,Pesticide
39747543,11219.0,Food Establishment,Rodents/Insects/Garbage
39747752,10002.0,Food Establishment,Bare Hands in Contact w/ Food
39748003,11224.0,Food Establishment,Toilet Facility
39748175,11413.0,Food Establishment,Rodents/Insects/Garbage
39748206,11372.0,Food Establishment,Food Spoiled
39748615,10306.0,Food Establishment,Food Contaminated
39748716,10075.0,Food Establishment,Kitchen/Food Prep Area
39748740,11103.0,Food Establishment,Food Contaminated
39749055,10306.0,Food Establishment,Bare Hands in Contact w/ Food
39749157,11373.0,Food Establishment,Food Worker Hygiene
39749462,10013.0,Food Establishment,Food Protection
39749489,10001.0,Food Establishment,Rodents/Insects/Garbage
39749527,11360.0,Food Establishment,Letter Grading
39749876,10044.0,Food Establishment,Food Contaminated
39750722,10023.0,Food Establishment,Rodents/Insects/Garbage
39751219,10005.0,Food Establishment,Bare Hands in Contact w/ Food
39751469,11223.0,Smoking,Smoking Violation
39751926,10013.0,Food Establishment,Rodents/Insects/Garbage
39752054,10013.0,Food Establishment,Food Contaminated
39752387,10462.0,Food Poisoning,3 or More
39752706,10002.0,Food Establishment,Food Worker Hygiene
39752777,10301.0,Food Establishment,Food Worker Hygiene
39752879,11215.0,Food Establishment,Food Worker Hygiene
39753051,11372.0,Food Establishment,Toilet Facility
39753131,11236.0,Food Establishment,Odor
39753490,11354.0,Food Establishment,Food Contaminated
39753804,10128.0,Food Establishment,Bare Hands in Contact w/ Food
45640340,10023.0,Food Poisoning,1 or 2
39754441,11432.0,Food Poisoning,1 or 2
39754576,11216.0,Food Establishment,Kitchen/Food Prep Area
39754810,11369.0,Food Establishment,Rodents/Insects/Garbage
39755379,11377.0,Food Establishment,Food Temperature
39755389,10468.0,Food Poisoning,1 or 2
39755788,11238.0,Food Establishment,Rodents/Insects/Garbage
39756202,10033.0,Food Establishment,Food Spoiled
39757057,11428.0,Food Establishment,Odor
39757082,10002.0,Smoking,Smoking Violation
39757214,10309.0,Food Establishment,Food Contains Foreign Object
39757690,10022.0,Food Establishment,Rodents/Insects/Garbage
39757692,10016.0,Food Establishment,Rodents/Insects/Garbage
39757693,10314.0,Food Establishment,Rodents/Insects/Garbage
39757789,11237.0,Food Establishment,Food Contaminated
39757909,10036.0,Food Establishment,Kitchen/Food Prep Area
39758676,10023.0,Food Establishment,Rodents/Insects/Garbage
39758882,11220.0,Smoking,Smoking Violation
39759100,10013.0,Food Establishment,Food Preparation Location
39759250,11373.0,Food Establishment,Kitchen/Food Prep Area
39759557,10038.0,Food Establishment,Rodents/Insects/Garbage
39760550,10036.0,Food Establishment,Water
39760556,10004.0,Food Establishment,Rodents/Insects/Garbage
39761100,11209.0,Food Establishment,Food Contaminated
39761322,11235.0,Food Poisoning,1 or 2
39761438,10467.0,Food Establishment,Rodents/Insects/Garbage
39761640,10019.0,Food Poisoning,1 or 2
39762000,10468.0,Food Establishment,Food Contaminated
39762110,11201.0,Food Establishment,Letter Grading
39762124,10003.0,Food Establishment,Allergy Information
39762406,10001.0,Food Establishment,Rodents/Insects/Garbage
39762708,11221.0,Food Establishment,Rodents/Insects/Garbage
39763025,10017.0,Food Establishment,Letter Grading
39763087,10472.0,Food Establishment,Food Contains Foreign Object
39763354,10036.0,Food Establishment,Ventilation
39763459,10032.0,Food Establishment,Food Contaminated
39763503,11211.0,Food Establishment,Rodents/Insects/Garbage
39763504,10016.0,Food Establishment,Rodents/Insects/Garbage
39763505,10453.0,Food Establishment,Rodents/Insects/Garbage
39764149,11419.0,Food Establishment,Food Contains Foreign Object
39764233,10003.0,Food Poisoning,1 or 2
39764448,10011.0,Food Establishment,Rodents/Insects/Garbage
39765196,11354.0,Food Establishment,Pet/Animal
39765252,10303.0,Food Establishment,Kitchen/Food Prep Area
39765419,11205.0,Food Establishment,Rodents/Insects/Garbage
39765542,11201.0,Food Establishment,No Permit or License
39766162,10012.0,Food Establishment,Kitchen/Food Prep Area
39767374,11101.0,Food Establishment,Letter Grading
39767694,10022.0,Food Establishment,Food Spoiled
39767716,11213.0,Smoking,Smoking Violation
39768070,10013.0,Food Establishment,Toilet Facility
39768180,11209.0,Food Establishment,Food Contaminated
39768703,11356.0,Food Establishment,Bare Hands in Contact w/ Food
39768788,11235.0,Food Establishment,Food Spoiled
39769141,10314.0,Food Establishment,Kitchen/Food Prep Area
39769261,11203.0,Food Establishment,Letter Grading
39769344,10040.0,Food Establishment,Bare Hands in Contact w/ Food
39769428,11432.0,Food Establishment,Toilet Facility
39769563,11201.0,Food Establishment,No Permit or License
39769813,10007.0,Food Establishment,Bare Hands in Contact w/ Food
39769814,11385.0,Food Establishment,Food Spoiled
39769983,11209.0,Smoking,Smoking Violation
39770297,11419.0,Food Establishment,Rodents/Insects/Garbage
39770309,11236.0,Food Establishment,Rodents/Insects/Garbage
39771212,10011.0,Food Establishment,Kitchen/Food Prep Area
45640924,10033.0,Food Establishment,Rodents/Insects/Garbage
39771913,11217.0,Food Establishment,Rodents/Insects/Garbage
39772147,10031.0,Food Establishment,Food Spoiled
39772148,10457.0,Food Establishment,Food Spoiled
39772236,11385.0,Food Establishment,Rodents/Insects/Garbage
39772356,11428.0,Food Establishment,Odor
39772534,11201.0,Food Establishment,Rodents/Insects/Garbage
39773157,10024.0,Food Establishment,Kitchen/Food Prep Area
39773215,10032.0,Food Establishment,Food Contaminated
39773457,11385.0,Food Establishment,Kitchen/Food Prep Area
39699459,11372.0,Food Establishment,Rodents/Insects/Garbage
39841794,10017.0,Food Establishment,Letter Grading
39841927,11372.0,Food Establishment,Food Spoiled
39841991,10314.0,Food Poisoning,1 or 2
39842776,10022.0,Food Establishment,Letter Grading
39843400,11385.0,Food Establishment,Rodents/Insects/Garbage
39843607,10013.0,Food Poisoning,1 or 2
39843634,11372.0,Food Establishment,Food Temperature
39843880,11358.0,Smoking,Smoking Violation
39843884,11354.0,Food Establishment,Water
39843970,11204.0,Food Establishment,Kitchen/Food Prep Area
39844527,10019.0,Food Poisoning,1 or 2
39844528,10013.0,Food Poisoning,1 or 2
39844751,10469.0,Food Establishment,Bare Hands in Contact w/ Food
39844769,10302.0,Food Poisoning,1 or 2
39844797,11209.0,Food Poisoning,3 or More
39844931,10012.0,Food Establishment,Food Spoiled
45641015,11204.0,Food Establishment,Rodents/Insects/Garbage
39845646,10017.0,Food Establishment,Rodents/Insects/Garbage
39846032,10024.0,Food Establishment,Rodents/Insects/Garbage
39846254,11232.0,Food Establishment,Rodents/Insects/Garbage
39846476,10025.0,Food Establishment,Pet/Animal
39846477,10017.0,Food Establishment,Food Spoiled
39846675,10012.0,Food Establishment,Rodents/Insects/Garbage
39846733,11214.0,Food Establishment,Food Contains Foreign Object
39847259,11373.0,Food Establishment,Rodents/Insects/Garbage
39847620,10023.0,Food Establishment,Letter Grading
39847816,10002.0,Food Establishment,Bare Hands in Contact w/ Food
39773756,10472.0,Food Establishment,Food Temperature
39773887,10027.0,Food Establishment,Rodents/Insects/Garbage
39773896,11354.0,Food Establishment,Rodents/Insects/Garbage
39773899,11236.0,Food Establishment,Rodents/Insects/Garbage
39774857,11201.0,Food Poisoning,1 or 2
39775111,11372.0,Food Establishment,Bare Hands in Contact w/ Food
39775205,11206.0,Food Establishment,Rodents/Insects/Garbage
39775210,11207.0,Food Establishment,Rodents/Insects/Garbage
39775227,11106.0,Food Establishment,Letter Grading
39776081,10021.0,Food Poisoning,1 or 2
39777227,11220.0,Food Establishment,Ventilation
39777347,10037.0,Food Poisoning,1 or 2
39777781,11101.0,Food Establishment,Letter Grading
39778204,11354.0,Food Establishment,No Permit or License
39778259,11222.0,Food Establishment,Toilet Facility
39778399,10019.0,Food Establishment,Odor
39778644,10310.0,Food Poisoning,1 or 2
39778655,10035.0,Food Establishment,Food Spoiled
39779031,11354.0,Food Establishment,Letter Grading
39780149,10001.0,Food Establishment,Rodents/Insects/Garbage
39780296,11222.0,Food Establishment,Toilet Facility
39780886,11207.0,Food Establishment,Food Worker Hygiene
39780947,10012.0,Food Establishment,Food Temperature
39781128,11225.0,Food Poisoning,1 or 2
39781133,11373.0,Food Establishment,Food Contaminated
39782209,11219.0,Food Establishment,Food Spoiled
39782303,11385.0,Smoking,Smoking Violation
39782480,11354.0,Food Establishment,Rodents/Insects/Garbage
39782672,11215.0,Food Establishment,Rodents/Insects/Garbage
39782676,11206.0,Food Establishment,Facility Construction
39782713,11211.0,Food Establishment,Pet/Animal
39783330,11220.0,Food Poisoning,1 or 2
39783874,10012.0,Food Establishment,No Permit or License
39783955,10031.0,Food Establishment,Rodents/Insects/Garbage
39783986,11435.0,Food Establishment,Food Spoiled
39783988,11355.0,Food Establishment,Food Worker Hygiene
39785101,11237.0,Food Establishment,Bare Hands in Contact w/ Food
39786026,10027.0,Food Establishment,Letter Grading
39786182,10452.0,Food Establishment,Kitchen/Food Prep Area
39786384,10016.0,Food Establishment,Dishwashing/Utensils
39786388,10003.0,Food Establishment,Rodents/Insects/Garbage
39787187,11375.0,Food Establishment,Kitchen/Food Prep Area
39787932,11209.0,Smoking,Smoking Violation
45641659,10001.0,Food Establishment,Allergy Information
39788544,10312.0,Food Establishment,Rodents/Insects/Garbage
39789079,11206.0,Food Establishment,Food Worker Hygiene
39789106,10013.0,Smoking,Smoking Violation
39789131,11204.0,Food Establishment,Sewage
39789242,11209.0,Food Establishment,Rodents/Insects/Garbage
45641664,10453.0,Food Establishment,Rodents/Insects/Garbage
39789593,10314.0,Food Establishment,Food Spoiled
39789702,10011.0,Food Establishment,Rodents/Insects/Garbage
39789704,11235.0,Food Establishment,Odor
39790123,11228.0,Food Establishment,Letter Grading
39790663,11201.0,Food Establishment,Food Contaminated
39790896,10013.0,Food Establishment,Kitchen/Food Prep Area
39790930,11224.0,Food Establishment,Food Protection
39790940,11377.0,Food Poisoning,1 or 2
39791753,11201.0,Food Establishment,Bare Hands in Contact w/ Food
39791861,11201.0,Food Establishment,Letter Grading
39792472,10023.0,Food Establishment,Pet/Animal
39792874,10026.0,Food Establishment,Rodents/Insects/Garbage
39793042,11249.0,Food Establishment,Food Worker Activity
39793043,11217.0,Food Establishment,Kitchen/Food Prep Area
39793090,10301.0,Food Establishment,Food Contains Foreign Object
39793133,11204.0,Food Establishment,Rodents/Insects/Garbage
39793776,11432.0,Food Establishment,Rodents/Insects/Garbage
39794414,10011.0,Food Establishment,Rodents/Insects/Garbage
39794762,11237.0,Food Establishment,Rodents/Insects/Garbage
39795182,11211.0,Smoking,Smoking Violation
39796016,11356.0,Food Establishment,Food Worker Hygiene
45641741,10019.0,Food Establishment,Facility Construction
39796033,10003.0,Food Establishment,Rodents/Insects/Garbage
39796962,10470.0,Food Establishment,Bare Hands in Contact w/ Food
39797105,11375.0,Food Establishment,Rodents/Insects/Garbage
39797196,11222.0,Food Establishment,Kitchen/Food Prep Area
39797317,10023.0,Food Establishment,Food Worker Hygiene
39797427,11368.0,Smoking,Smoking Violation
39797820,10024.0,Food Establishment,Pet/Animal
39798131,11416.0,Food Poisoning,1 or 2
39798682,11209.0,Food Establishment,Pesticide
39798756,10314.0,Food Establishment,Food Temperature
39798856,10036.0,Food Establishment,No Permit or License
39798918,10301.0,Food Establishment,Letter Grading
39799104,11372.0,Food Establishment,Bare Hands in Contact w/ Food
39799151,11372.0,Food Establishment,Rodents/Insects/Garbage
39799294,10027.0,Food Establishment,Rodents/Insects/Garbage
39799440,11415.0,Food Establishment,Food Spoiled
39799700,11103.0,Food Establishment,Food Protection
39799708,11375.0,Food Establishment,Plumbing
39800695,10025.0,Food Establishment,Food Spoiled
39800732,11354.0,Food Establishment,Food Contains Foreign Object
39800869,10459.0,Food Establishment,Food Protection
39801000,10128.0,Food Establishment,Rodents/Insects/Garbage
39801440,10021.0,Food Establishment,Food Spoiled
39801738,11234.0,Food Establishment,Letter Grading
39801798,11379.0,Food Establishment,Bare Hands in Contact w/ Food
39802023,11231.0,Food Establishment,No Permit or License
39802156,11249.0,Food Establishment,Rodents/Insects/Garbage
39802555,10036.0,Food Establishment,Rodents/Insects/Garbage
39802575,10036.0,Food Establishment,Rodents/Insects/Garbage
39802590,11249.0,Food Establishment,Bare Hands in Contact w/ Food
39803475,11379.0,Food Establishment,Bare Hands in Contact w/ Food
39803873,10032.0,Food Establishment,Food Worker Hygiene
39803891,10024.0,Food Establishment,Pet/Animal
39803951,11206.0,Food Establishment,Food Contains Foreign Object
39804281,10013.0,Food Establishment,Rodents/Insects/Garbage
39804653,11415.0,Food Establishment,Food Worker Hygiene
39804901,11372.0,Food Establishment,Rodents/Insects/Garbage
39804917,11215.0,Food Establishment,Food Contaminated
39805050,10038.0,Food Establishment,Bare Hands in Contact w/ Food
39805415,11211.0,Food Establishment,Food Temperature
39805442,10075.0,Food Establishment,Food Temperature
39805516,10011.0,Food Establishment,Handwashing
39805539,10281.0,Food Establishment,Pet/Animal
39806553,10010.0,Food Establishment,Letter Grading
