tz,population,male,female,age_under_14,age_15_29,age_30_54,age_55_over,white,black,asian,others,two_or_more,less_high_school,high_school,college,bachelor,graduate,median_income_households,median_income_families,median_income_nonfamily,mean_income_households,mean_income_families,mean_income_nonfamily,percent_below_poverty,unemployment_rate,percent_uninsured,mean_price_per_sqft,median_price_per_sqft,citibike_spatial,mobile-device_spatial,sr311_spatial,subway_spatial,taxi_spatial,twitter_spatial
252,31090,15206,15884,16.98688788,15.61263452,32.86367541,34.53680219,71.60180122,0.572531361,21.18366034,4.609199099,2.032807977,13.15481711,26.42255112,25.09981046,22.91002944,12.41279187,80863.02524,91792.59695,50886.62461,98713.96773,106507.8202,72637.48711,5.003181087,5.611370216,8.687980058,544.4159452,543.5751376,0,179788,686,0,28403,298
253,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,45446,42,0,5834,18
254,65043,30020,35023,20.70757285,23.16501352,33.6464838,22.48092983,8.277600972,72.33676183,1.216118568,15.32985871,2.839659917,22.13585463,29.60539809,31.05951844,12.32002953,4.879199311,41881.1929,48178.0577,23573.46558,53405.10999,59921.96958,32596.20405,24.01011946,16.07628338,12.4066187,230.3626927,216.8373852,0,462589,1627,698536,60984,247
255,19482,10385,9097,10.58919851,24.05071566,55.70197125,9.65811458,77.11733908,3.880505082,10.98963145,4.881429011,3.13109537,5.709302326,8.558139535,13.6627907,46.26744186,25.80232558,103405.1709,124331.5398,89688.46392,139342.3213,166548.9751,119100.3507,8.645128837,4.169145878,7.573678267,658.0071762,684.1432225,76933,176863,830,2571984.5,402710,431
256,34848,16963,17885,18.51934836,29.03638575,37.83280123,14.61146466,68.74426079,7.475321396,4.918503214,15.22899449,3.63292011,19.62868584,19.19912632,18.93702221,29.47579177,12.75937386,54866.17602,48195.8487,61035.72901,78989.42421,73274.37944,81986.32085,25.9331382,7.008207071,12.18180957,633.1777863,704.7619048,41494,283777,945,4608503,281700,169
257,22031,10214,11817,19.28112199,15.01948734,42.02502241,23.67436826,74.52226408,5.614815487,11.71077119,4.992964459,3.159184785,7.954150747,10.81972907,17.97499132,33.94697233,29.30415654,93405.15643,114016.4207,65337.50378,118325.2856,145273.3192,72055.08696,8.516022877,4.271798829,5.227170805,727.5307169,781.8301049,0,131127,376,685175,49782,30
258,62821,30752,32069,19.14711124,23.04664581,34.85956067,22.94668228,42.1419589,4.501679375,24.11613951,23.63381672,5.606405501,22.29917472,30.10824037,27.02069423,15.22000581,5.351884875,62834.63784,67617.76819,36313.3498,79619.55178,83470.41406,51075.5921,13.81900798,8.191825982,13.39258528,314.626104,319.25501,0,266919,1597,873898.5,51304,629
259,44064,20502,23562,17.15075713,22.00427536,34.48298311,26.3619844,21.36210966,61.55591866,4.416303558,10.67538126,1.990286855,17.42979943,30.57879656,26.25787966,18.66189112,7.071633238,58141.14465,69024.41579,28841.16148,70825.20736,78640.53055,46449.75633,14.50224219,10.60200844,10.30105982,247.4531284,243.5429111,0,461017,1142,1065402,43841,274
260,45702,23401,22301,16.37343742,19.59803427,39.45307499,24.57545332,46.78132248,1.444138112,39.75318367,8.128747101,3.892608639,21.64993216,26.95793758,21.06105834,21.19131615,9.139755767,53273.53982,60378.67473,42227.57235,67859.3122,73657.35144,51474.07396,14.35632139,6.819274868,18.911168,443.4921467,441.3901822,0,353643,754,3635465,138882,725
261,4537,1889,2648,9.89010989,35.56443556,47.55244755,6.993006993,68.41525237,2.689001543,21.07119242,2.711042539,5.113511131,0.547672392,1.244709983,8.264874284,58.00348519,31.93925815,124313,177159,104453,165469,217975,144765,6.4,3,4,,,19131,258407,323,6178926,225140,523
262,35483,14871,20612,13.05349604,18.49326478,35.47257402,32.98066516,83.32440887,4.51201984,7.076628245,2.229236536,2.857706507,3.98789155,6.333903659,14.3129771,40.34285338,35.02237431,101076.0314,183907.7157,67535.32889,169302.7806,273466.8608,90836.09965,6.575867317,3.683346955,5.183718964,725.5033936,758.5052984,13129,93861,283,0,315300,378
263,45795,20097,25698,10.46542867,23.80815653,42.5906177,23.1357971,81.45649088,3.581176984,10.56010481,0.971721804,3.430505514,2.131715771,8.457538995,9.482545184,47.54642238,32.38177767,99395.61561,160704.5074,78503.42565,137358.3553,209057.8979,98007.04448,7.127671143,4.584845507,4.970324271,775.5944869,876.6464934,34951,483800,454,0,470360,746
